,Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
46785,36,female,85971,high school,7,sunbathing,1678,suburban,165,288,spring,0,0,0
11626,42,non-binary,110397,doctorate,5,sunbathing,4741,rural,286,10,winter,1,0,0
13509,51,female,78118,high school,5,swimming,711,urban,110,262,spring,0,0,0
27206,58,male,84673,high school,2,hiking,3257,urban,178,207,summer,1,0,1
1305,26,male,26509,master,6,hiking,2314,rural,22,10,spring,0,1,0
497,57,non-binary,90323,high school,9,skiing,1208,rural,247,85,summer,0,0,0
9220,41,male,110425,doctorate,1,swimming,4083,rural,24,98,winter,0,1,0
19542,35,non-binary,68565,master,3,skiing,974,rural,59,217,summer,1,1,1
33937,29,male,52414,doctorate,7,skiing,1076,urban,288,275,spring,0,1,0
24312,24,non-binary,29598,doctorate,2,sunbathing,846,urban,26,15,summer,0,0,0
5462,32,non-binary,99899,bachelor,6,hiking,3618,urban,46,69,summer,1,1,1
6898,43,non-binary,33561,doctorate,6,sunbathing,1852,rural,82,39,fall,1,1,0
39820,19,female,52855,high school,6,sunbathing,2474,suburban,11,0,fall,1,0,0
12774,69,male,77840,doctorate,9,sunbathing,3612,suburban,68,45,winter,0,1,0
14159,64,non-binary,68679,high school,9,hiking,1404,rural,11,161,fall,1,1,1
23385,54,female,116571,doctorate,0,hiking,4716,suburban,130,237,spring,0,1,1
47872,22,male,33288,high school,1,hiking,4295,urban,221,172,fall,1,1,0
49372,69,female,117757,bachelor,0,sunbathing,3556,urban,206,115,spring,0,0,0
49366,18,female,113788,master,4,swimming,903,suburban,32,218,fall,0,1,0
28844,51,male,92657,high school,5,sunbathing,1276,suburban,60,297,fall,0,1,0
44472,44,non-binary,85277,bachelor,3,swimming,3177,rural,68,54,summer,1,0,0
25966,47,male,24087,bachelor,4,sunbathing,2516,rural,80,144,fall,1,0,0
47651,68,female,34859,bachelor,6,skiing,4786,suburban,253,281,spring,0,1,1
35894,69,male,47068,doctorate,0,hiking,2971,rural,89,7,winter,1,1,0
29983,38,female,58371,bachelor,6,skiing,2933,urban,294,42,summer,0,1,0
30576,25,male,41980,master,2,sunbathing,2533,urban,173,72,winter,0,0,0
20879,32,non-binary,28431,master,5,skiing,2596,suburban,267,293,summer,0,1,1
49148,62,male,61852,bachelor,1,swimming,4597,urban,294,232,winter,0,0,0
17718,49,non-binary,97597,master,1,skiing,2661,suburban,14,253,summer,1,1,1
24564,24,female,116728,doctorate,6,sunbathing,1989,rural,16,87,winter,0,0,0
34367,57,non-binary,96267,bachelor,2,hiking,3572,urban,166,93,spring,1,1,0
34143,25,female,62358,high school,9,sunbathing,699,suburban,291,248,summer,1,1,0
29138,64,female,95130,bachelor,7,sunbathing,4463,suburban,237,131,summer,1,1,0
5019,38,non-binary,42199,master,8,swimming,567,urban,183,279,spring,0,0,0
14097,38,male,35882,master,4,swimming,2755,suburban,284,120,summer,0,1,0
44906,45,male,47898,master,2,sunbathing,3759,rural,39,23,winter,0,1,0
19090,66,female,86883,doctorate,8,sunbathing,1968,urban,43,240,fall,1,0,0
45591,31,non-binary,36305,master,2,sunbathing,1548,rural,221,207,fall,1,0,0
47350,28,female,23004,doctorate,0,skiing,4507,rural,172,254,spring,1,1,1
14391,31,female,33760,master,8,sunbathing,2734,rural,215,237,spring,0,1,0
16719,30,female,65164,master,3,sunbathing,918,urban,272,238,summer,0,0,0
25598,43,female,44903,master,5,sunbathing,4286,rural,8,272,summer,0,0,0
35744,61,female,63435,bachelor,5,hiking,2645,urban,189,229,fall,1,1,1
6845,43,female,63579,bachelor,9,sunbathing,2787,suburban,273,193,winter,0,1,0
39583,36,male,109973,bachelor,4,sunbathing,3452,urban,175,99,fall,1,1,0
25358,67,male,98731,master,6,sunbathing,4403,rural,262,116,fall,1,1,0
19380,22,non-binary,51825,doctorate,0,skiing,1965,suburban,18,111,fall,0,0,1
20205,46,male,30219,master,9,skiing,2624,rural,13,41,winter,1,1,1
17395,46,female,52325,bachelor,7,skiing,3551,suburban,73,29,spring,1,1,0
47718,39,male,74142,bachelor,8,hiking,1405,suburban,282,219,winter,1,1,0
11888,65,male,71309,bachelor,5,sunbathing,3447,suburban,248,232,summer,1,1,0
46267,52,female,50056,high school,6,sunbathing,2457,suburban,260,82,spring,0,0,0
41454,22,female,33047,high school,9,sunbathing,4420,suburban,159,47,winter,1,1,0
26758,61,female,107428,doctorate,2,swimming,3705,rural,74,272,spring,1,0,0
22833,57,male,85656,master,3,skiing,2710,rural,275,86,spring,1,0,0
51806,21,non-binary,52245,master,6,skiing,4047,suburban,110,132,winter,0,0,1
6260,51,female,108034,doctorate,3,hiking,4961,urban,165,167,spring,1,1,1
44557,32,male,67137,master,9,swimming,3802,rural,204,90,fall,0,0,0
35331,69,male,21010,master,9,sunbathing,3738,urban,196,49,winter,0,0,0
13857,61,female,105060,bachelor,6,hiking,611,suburban,228,205,summer,0,0,0
3383,29,male,93323,high school,1,sunbathing,2175,suburban,61,93,fall,0,0,0
4656,31,female,98185,high school,0,skiing,3581,rural,124,294,fall,0,1,1
15504,21,male,23635,high school,5,hiking,4217,suburban,100,86,summer,1,1,0
36890,33,non-binary,64023,high school,9,skiing,2038,suburban,61,118,winter,1,1,1
35839,57,male,46908,bachelor,4,swimming,2867,suburban,168,289,fall,0,1,0
3729,38,male,87091,doctorate,5,sunbathing,1719,suburban,25,123,winter,0,0,0
24454,66,non-binary,48342,bachelor,7,sunbathing,730,rural,263,35,spring,0,1,0
47395,22,non-binary,68706,bachelor,8,skiing,1919,rural,59,29,fall,0,0,0
32284,27,female,100640,doctorate,5,swimming,3176,rural,121,187,winter,1,1,0
23544,58,male,93167,bachelor,6,sunbathing,2456,suburban,47,222,winter,0,1,0
36957,62,female,31132,master,4,swimming,3041,rural,257,26,winter,1,0,0
10336,65,female,43718,bachelor,5,hiking,2816,suburban,26,6,summer,1,1,0
11595,41,non-binary,74012,doctorate,5,swimming,3510,urban,55,33,fall,0,0,0
6568,59,male,116868,doctorate,5,swimming,2060,urban,7,218,summer,1,0,0
16340,25,female,63745,doctorate,7,skiing,3678,urban,86,265,summer,1,1,1
23028,60,female,21671,doctorate,6,skiing,4905,suburban,83,97,winter,1,1,1
23848,24,male,113307,master,2,sunbathing,4875,rural,207,286,summer,1,1,0
50480,61,male,66634,bachelor,9,sunbathing,4871,suburban,285,270,winter,1,1,0
49229,25,male,77353,high school,7,hiking,2446,rural,6,185,winter,0,0,1
23845,31,non-binary,21817,high school,8,skiing,2300,rural,66,231,winter,1,1,1
6887,55,male,37639,high school,7,swimming,2484,rural,218,75,spring,1,0,0
26191,44,non-binary,56518,bachelor,1,sunbathing,2185,urban,81,66,winter,0,1,0
23811,62,female,81388,bachelor,5,hiking,3547,urban,17,206,winter,0,0,1
46967,45,male,114397,high school,7,swimming,3571,rural,125,31,spring,1,1,0
12062,18,female,91392,high school,6,swimming,704,rural,270,93,summer,0,0,0
27133,26,male,47497,master,1,hiking,3626,rural,220,223,fall,1,1,1
33071,63,male,45867,master,3,sunbathing,705,urban,37,35,summer,0,1,0
18375,39,female,68750,master,2,skiing,1733,urban,122,31,fall,1,0,0
21757,19,female,30194,master,1,hiking,776,rural,283,207,winter,1,1,0
37698,28,male,94852,high school,4,skiing,1982,urban,11,141,fall,1,1,1
6016,36,male,93380,doctorate,7,hiking,3150,rural,125,199,winter,1,1,1
8196,69,female,106925,master,5,sunbathing,2991,urban,100,169,spring,0,0,0
48219,28,female,115267,doctorate,4,swimming,1014,rural,140,116,winter,1,1,0
40417,41,non-binary,113456,master,6,sunbathing,1772,suburban,17,282,fall,1,0,0
27117,47,male,112448,high school,1,swimming,3390,suburban,233,258,fall,1,0,0
25338,56,male,106052,bachelor,9,skiing,2746,rural,178,208,fall,0,1,1
31302,40,non-binary,81493,high school,8,sunbathing,2078,suburban,95,212,winter,1,1,0
13960,49,male,29553,bachelor,5,skiing,4646,urban,126,49,summer,0,1,0
7229,59,female,82848,bachelor,6,skiing,4101,rural,138,110,spring,0,1,0
1901,49,non-binary,69665,high school,2,skiing,974,urban,245,125,winter,1,0,0
18678,66,male,103102,bachelor,8,skiing,3285,suburban,10,36,winter,0,1,1
47330,57,non-binary,93520,doctorate,2,hiking,1678,rural,134,288,spring,1,1,1
25633,69,non-binary,107087,master,2,hiking,4881,suburban,201,54,winter,1,1,0
42287,55,non-binary,61377,bachelor,7,skiing,4115,suburban,74,282,fall,0,1,1
29530,33,non-binary,28883,bachelor,9,sunbathing,2259,rural,286,203,fall,0,1,0
20305,47,non-binary,73368,high school,0,swimming,3927,urban,199,269,summer,1,0,0
4837,65,female,117379,high school,3,hiking,2743,urban,247,139,winter,1,0,0
42384,54,male,48687,bachelor,2,skiing,2079,rural,15,278,fall,0,1,1
31497,54,male,100225,bachelor,6,skiing,4402,suburban,47,28,winter,1,1,0
34191,39,non-binary,89974,bachelor,7,hiking,4690,suburban,73,264,spring,1,1,1
1950,69,male,59337,master,0,swimming,3097,rural,46,147,winter,0,0,0
11035,49,male,73409,bachelor,6,sunbathing,2822,suburban,242,65,winter,0,1,0
40670,26,female,108988,bachelor,3,skiing,583,urban,15,14,winter,1,1,0
23386,39,female,21493,bachelor,3,skiing,3901,rural,168,229,spring,1,1,1
9946,31,male,46777,doctorate,4,skiing,3275,suburban,19,103,spring,1,1,1
2551,27,non-binary,102761,high school,4,swimming,3209,urban,46,264,fall,0,0,0
23322,57,male,39870,bachelor,5,hiking,2056,suburban,292,232,spring,1,0,0
11253,33,non-binary,21829,master,1,hiking,3896,rural,228,98,summer,0,1,0
4464,67,female,101730,high school,3,swimming,2751,rural,165,17,summer,0,0,0
28531,21,male,115568,master,3,sunbathing,4527,rural,271,42,winter,0,1,0
41768,62,male,72470,bachelor,1,swimming,3425,urban,214,81,fall,1,0,0
25376,48,male,105237,master,0,hiking,728,urban,172,114,summer,0,0,0
25373,36,male,91007,master,8,skiing,1200,suburban,148,233,fall,0,1,1
4155,56,female,92223,master,4,swimming,2179,suburban,0,126,winter,0,0,0
40049,46,female,23715,master,2,skiing,4306,urban,118,139,winter,0,0,1
13039,68,female,41713,high school,4,skiing,4222,rural,106,254,summer,0,1,1
8102,29,female,86233,high school,3,swimming,4491,urban,225,124,winter,1,1,0
33445,26,female,26731,high school,0,swimming,3695,urban,211,82,winter,0,1,0
11815,53,male,24867,bachelor,9,skiing,4418,suburban,72,254,spring,0,0,1
48989,58,non-binary,97496,master,8,skiing,4864,urban,55,199,winter,0,0,1
42821,65,male,92387,high school,5,skiing,4919,suburban,207,67,summer,1,1,0
33831,19,female,78442,doctorate,1,sunbathing,4128,suburban,75,271,summer,1,1,0
22607,51,non-binary,50718,doctorate,9,swimming,1835,rural,270,181,summer,1,0,0
30379,53,male,54531,doctorate,4,skiing,3104,suburban,144,199,fall,0,1,1
23867,20,male,22017,doctorate,8,hiking,1888,rural,285,285,summer,0,1,0
49927,61,non-binary,84107,master,9,skiing,2333,suburban,294,67,summer,1,0,0
13279,65,male,89013,doctorate,7,sunbathing,1026,urban,211,222,winter,0,1,0
49916,18,non-binary,57016,high school,8,hiking,4700,suburban,225,86,spring,0,0,0
21825,35,non-binary,115447,high school,8,hiking,3621,urban,243,271,fall,1,1,1
10975,22,male,53908,high school,0,sunbathing,2946,rural,171,73,summer,0,0,0
12139,51,non-binary,78760,high school,6,swimming,969,suburban,29,89,summer,0,1,0
4853,54,male,21259,master,5,hiking,1446,rural,295,109,winter,0,0,0
11622,48,non-binary,37560,bachelor,8,hiking,3580,rural,185,109,fall,1,0,0
1572,18,female,20312,high school,3,skiing,521,rural,290,161,summer,1,0,0
23251,31,non-binary,95457,high school,5,hiking,667,rural,41,244,summer,0,1,1
20375,48,female,89469,bachelor,6,sunbathing,4965,suburban,23,93,winter,1,1,0
14566,23,male,51251,bachelor,3,hiking,4297,suburban,131,21,winter,1,0,0
28308,43,male,118459,master,1,skiing,4986,suburban,26,270,winter,0,1,1
45080,50,female,113893,doctorate,1,sunbathing,971,urban,13,176,winter,1,1,0
48317,68,male,41186,master,8,hiking,1847,rural,137,104,summer,0,1,0
40671,40,male,27738,master,1,hiking,911,suburban,24,280,spring,1,1,1
10457,36,male,76174,bachelor,4,hiking,4143,suburban,104,146,spring,0,0,1
39059,27,male,80582,high school,1,skiing,1804,urban,187,255,spring,1,0,1
2760,48,female,33635,bachelor,4,hiking,2220,rural,294,128,winter,0,0,0
28488,69,female,112112,doctorate,7,skiing,1320,rural,98,119,spring,1,1,1
6215,23,non-binary,39093,bachelor,3,hiking,3642,rural,166,110,winter,1,1,0
3584,69,non-binary,109579,doctorate,3,sunbathing,1851,rural,257,153,summer,0,1,0
16920,35,female,104696,bachelor,6,skiing,1114,rural,166,123,spring,0,1,0
26983,48,female,58468,high school,9,hiking,4033,urban,123,216,winter,0,0,1
47833,61,male,111214,master,9,hiking,1116,suburban,123,17,summer,1,0,0
28972,33,male,58628,doctorate,1,swimming,1435,suburban,203,294,fall,1,1,0
23458,35,male,47394,high school,8,swimming,4369,suburban,136,297,summer,0,1,0
49068,22,male,95478,bachelor,5,sunbathing,1984,suburban,224,178,winter,1,1,0
22927,31,non-binary,87976,bachelor,5,hiking,4037,suburban,47,57,fall,1,1,1
2081,51,female,76498,bachelor,6,hiking,4458,suburban,171,56,spring,0,1,0
38019,21,female,52771,high school,5,sunbathing,1283,urban,144,281,winter,0,1,0
45819,19,non-binary,95162,high school,9,swimming,1936,urban,177,84,fall,1,1,0
34689,31,female,101454,master,2,swimming,4013,suburban,52,184,fall,1,1,0
18401,64,non-binary,117485,master,9,sunbathing,2664,suburban,12,207,spring,1,0,0
2575,49,male,32989,high school,0,skiing,2582,suburban,129,40,fall,1,0,0
45086,39,non-binary,79408,high school,4,sunbathing,4273,suburban,167,163,summer,1,0,0
27081,21,female,119311,high school,8,hiking,4187,suburban,281,198,summer,0,1,0
11539,56,male,87825,doctorate,1,hiking,917,rural,20,2,winter,0,1,0
49383,20,female,31692,bachelor,1,hiking,3543,rural,4,196,winter,0,0,1
5819,48,non-binary,118763,doctorate,4,hiking,1449,urban,199,117,spring,0,1,0
24642,24,male,118482,doctorate,6,swimming,2399,suburban,27,123,summer,1,0,0
48429,32,female,42261,master,4,swimming,4856,rural,250,39,spring,1,1,0
45924,39,male,66135,bachelor,1,hiking,4016,suburban,165,130,fall,1,0,0
46326,20,male,37581,high school,0,swimming,2577,suburban,290,3,fall,0,0,0
15191,66,female,38803,high school,0,skiing,1056,urban,210,284,winter,1,0,1
39087,56,male,47575,master,9,skiing,2200,urban,226,177,winter,0,0,0
7072,41,male,44293,doctorate,6,swimming,3862,urban,105,266,spring,0,1,0
46860,44,male,46505,high school,0,swimming,4765,urban,289,63,fall,0,0,0
36762,60,non-binary,69137,bachelor,6,swimming,3580,rural,222,266,fall,1,1,0
8042,23,female,60305,master,0,sunbathing,3838,rural,103,166,winter,0,1,0
41305,49,male,114602,high school,3,sunbathing,4987,urban,260,56,summer,1,0,0
4239,65,non-binary,104015,doctorate,0,hiking,2249,rural,220,128,spring,1,1,0
33490,54,female,70642,bachelor,5,swimming,4583,urban,79,281,winter,1,1,0
31921,26,female,42225,high school,8,skiing,1792,rural,35,148,summer,0,1,1
6631,31,male,84173,master,3,skiing,3296,rural,246,71,summer,0,0,0
50643,23,non-binary,60689,master,2,skiing,2663,urban,273,255,winter,1,0,0
11334,54,non-binary,36334,high school,2,hiking,2949,rural,196,263,winter,1,1,1
6936,39,non-binary,91139,high school,7,swimming,3233,rural,13,297,spring,0,1,0
6485,48,female,55845,bachelor,3,swimming,3576,urban,186,277,fall,1,1,0
17819,36,female,100013,doctorate,8,sunbathing,4796,rural,269,244,spring,0,0,0
25504,41,non-binary,36566,high school,2,skiing,2164,suburban,66,283,fall,1,1,1
3613,66,female,97011,doctorate,7,skiing,4770,suburban,257,199,summer,0,1,0
20821,29,non-binary,26775,bachelor,0,hiking,2735,rural,69,81,spring,0,1,1
2294,60,non-binary,21018,master,3,sunbathing,1575,suburban,0,227,summer,0,1,0
14753,40,non-binary,70128,high school,3,hiking,2909,rural,88,77,fall,0,1,0
19761,46,male,40603,doctorate,5,sunbathing,1491,urban,186,175,spring,0,0,0
30730,28,male,73478,doctorate,3,sunbathing,2926,suburban,243,114,fall,0,0,0
45203,36,male,41709,high school,1,swimming,1475,urban,147,224,winter,1,1,0
43153,47,male,38047,bachelor,1,swimming,913,urban,275,107,summer,1,0,0
1535,53,male,76004,high school,0,swimming,4563,rural,25,234,spring,0,0,0
38374,54,non-binary,23728,high school,4,skiing,1571,urban,192,263,summer,1,1,1
31847,33,male,48498,high school,8,hiking,2616,urban,204,262,fall,1,1,1
24269,57,non-binary,21408,high school,4,sunbathing,2741,suburban,61,244,spring,1,0,0
15958,31,non-binary,26634,master,1,hiking,2537,urban,5,209,spring,1,1,1
30268,55,non-binary,57215,doctorate,2,hiking,779,suburban,229,252,spring,1,0,1
28805,58,non-binary,90954,bachelor,0,swimming,4306,rural,1,135,fall,0,0,0
42426,30,male,119427,high school,4,skiing,3622,rural,226,249,summer,1,0,1
25522,24,male,119227,high school,6,hiking,3733,urban,218,187,summer,0,0,0
18251,30,male,59025,master,5,hiking,4916,urban,166,62,spring,0,1,0
42942,69,female,60520,master,5,sunbathing,1193,suburban,38,276,fall,1,0,0
21160,38,female,76980,doctorate,1,hiking,1232,urban,247,192,winter,1,1,0
52322,22,non-binary,114194,bachelor,8,sunbathing,4415,urban,252,113,summer,1,1,0
8506,30,female,52393,doctorate,9,hiking,1361,suburban,199,173,spring,1,1,0
9631,38,female,100598,high school,6,swimming,3218,rural,216,142,spring,1,1,0
11538,47,non-binary,54929,bachelor,2,skiing,3077,rural,286,166,winter,0,1,0
30332,65,female,77451,doctorate,8,sunbathing,565,suburban,26,143,summer,1,0,0
31154,34,female,73117,master,6,swimming,2246,urban,179,63,winter,1,0,0
46630,46,female,86921,high school,4,hiking,1280,rural,238,289,winter,0,1,1
38780,50,male,92033,high school,3,hiking,2281,rural,166,115,summer,1,1,0
42246,39,male,98663,master,1,hiking,3569,rural,268,278,winter,1,0,1
39376,68,female,113560,doctorate,4,sunbathing,1627,suburban,125,296,spring,1,0,0
45732,43,female,27291,high school,4,swimming,4288,suburban,293,98,spring,0,1,0
47758,59,non-binary,82890,high school,0,skiing,1009,urban,7,238,winter,0,0,1
42867,48,non-binary,82138,high school,6,hiking,3177,rural,127,247,spring,0,1,1
47196,39,male,58201,high school,2,hiking,4022,suburban,120,122,fall,0,1,1
14831,32,non-binary,20507,bachelor,2,hiking,4107,urban,166,98,summer,1,0,0
7404,37,female,47385,master,0,swimming,1564,urban,148,20,fall,0,0,0
9870,45,female,49050,bachelor,2,skiing,4487,urban,42,226,fall,0,0,1
50833,49,female,72257,bachelor,4,skiing,2436,suburban,56,236,summer,0,1,1
23725,29,female,93013,bachelor,1,sunbathing,4296,suburban,200,243,summer,1,0,0
23340,37,female,47035,high school,7,hiking,4645,rural,285,120,spring,0,0,0
30718,42,male,115082,high school,6,hiking,2020,rural,292,295,winter,0,1,1
19278,42,female,68440,high school,4,hiking,4012,suburban,105,22,fall,0,1,0
41129,62,male,117654,high school,7,skiing,3462,rural,98,0,winter,0,1,0
31373,32,non-binary,79250,high school,9,skiing,1908,suburban,205,297,fall,0,0,1
52341,28,female,93635,doctorate,3,swimming,1156,urban,168,3,summer,0,1,0
6020,20,non-binary,81962,doctorate,8,sunbathing,2963,urban,206,14,winter,1,0,0
34908,44,female,99421,bachelor,1,skiing,2838,suburban,86,254,winter,0,1,1
28829,61,male,70669,high school,8,swimming,3517,rural,58,205,winter,0,0,0
32573,45,female,64115,bachelor,9,hiking,1064,suburban,204,260,spring,0,1,1
45199,38,male,54546,master,9,hiking,2134,urban,208,194,fall,1,1,0
30536,25,female,75258,high school,1,hiking,2499,urban,15,29,spring,1,0,1
43279,46,male,43117,high school,0,swimming,4925,urban,291,25,winter,0,0,0
26130,45,male,95819,master,9,hiking,3518,suburban,268,266,spring,0,0,0
26535,24,male,42776,doctorate,0,hiking,2872,urban,163,275,summer,1,0,1
43335,36,female,93397,bachelor,6,skiing,4796,suburban,114,113,summer,0,0,0
1773,52,male,51488,doctorate,8,skiing,594,rural,247,119,winter,1,1,0
47492,31,male,47847,master,9,sunbathing,985,urban,236,63,fall,0,0,0
42921,44,non-binary,57847,bachelor,0,skiing,2971,urban,91,68,fall,1,1,0
16847,35,male,22648,doctorate,6,hiking,2721,rural,223,23,spring,0,0,0
48942,43,female,45698,high school,2,sunbathing,3165,rural,103,14,winter,1,0,0
36671,22,male,69838,bachelor,4,hiking,4265,suburban,195,282,spring,0,1,1
10002,41,male,109879,doctorate,2,hiking,1792,urban,280,145,spring,1,1,0
4624,69,male,44435,bachelor,2,skiing,4726,rural,165,129,spring,1,0,0
19836,28,non-binary,70243,bachelor,2,sunbathing,2926,suburban,62,1,winter,0,0,0
19751,25,non-binary,98812,high school,4,hiking,2506,suburban,85,266,winter,1,1,1
9240,56,male,106854,high school,3,skiing,3966,suburban,123,47,spring,1,1,0
15635,59,non-binary,108579,doctorate,1,hiking,1869,urban,156,75,summer,1,1,0
51692,61,female,34953,master,2,hiking,1727,rural,177,171,summer,0,0,0
40085,26,female,64971,bachelor,2,swimming,1694,urban,101,87,summer,0,0,0
12207,46,male,49674,high school,7,sunbathing,4104,urban,69,201,winter,1,0,0
11726,32,non-binary,43719,doctorate,2,skiing,2811,urban,3,190,spring,0,1,1
45979,68,non-binary,64883,bachelor,1,skiing,4504,urban,296,117,summer,1,0,0
7360,28,female,74569,master,5,sunbathing,3922,suburban,4,256,winter,0,1,0
24965,28,non-binary,75990,doctorate,2,hiking,1637,suburban,193,231,summer,0,1,1
34264,60,female,37365,master,5,hiking,1532,rural,259,61,winter,0,1,0
41543,50,non-binary,105414,doctorate,6,swimming,2778,suburban,131,235,fall,0,0,0
39018,33,male,99696,high school,8,sunbathing,2174,rural,282,109,winter,0,0,0
47116,52,male,46927,doctorate,1,swimming,734,rural,231,34,winter,0,1,0
50515,23,female,27841,high school,0,sunbathing,2441,urban,32,251,spring,0,1,0
26936,53,non-binary,83994,bachelor,4,skiing,1618,rural,128,139,summer,1,0,1
8238,54,non-binary,74446,bachelor,3,hiking,2172,urban,76,231,spring,0,0,1
46892,32,female,40993,doctorate,1,sunbathing,2894,urban,1,155,summer,1,0,0
5131,67,non-binary,85667,doctorate,5,swimming,1276,suburban,203,137,winter,0,1,0
33236,53,female,59302,high school,8,skiing,1730,urban,274,87,winter,1,1,0
50921,61,male,44283,bachelor,0,hiking,2848,suburban,95,138,summer,0,1,1
47645,38,male,69764,bachelor,2,swimming,2717,rural,106,63,fall,1,1,0
11763,53,non-binary,88977,bachelor,3,swimming,1887,suburban,49,53,spring,0,0,0
29974,30,non-binary,20470,doctorate,0,skiing,4285,rural,69,157,winter,1,0,1
10727,48,non-binary,52802,bachelor,6,skiing,1179,suburban,283,132,summer,1,0,0
9050,38,female,105717,bachelor,5,sunbathing,4500,rural,169,38,winter,0,0,0
18927,46,female,116474,high school,7,sunbathing,1320,rural,199,62,summer,1,1,0
42681,34,male,117752,bachelor,1,sunbathing,4815,urban,268,138,summer,0,0,0
3296,21,male,93490,bachelor,3,skiing,3466,suburban,258,45,winter,1,0,0
31959,46,female,99860,high school,5,hiking,3209,urban,30,213,winter,0,1,1
2454,36,female,77807,high school,4,sunbathing,3751,rural,149,272,winter,1,1,0
39641,56,non-binary,38046,high school,3,skiing,3984,rural,136,246,winter,0,0,1
14143,36,male,110851,bachelor,9,swimming,529,suburban,18,51,winter,0,1,0
6888,44,male,68604,doctorate,4,sunbathing,1001,urban,86,110,spring,1,0,0
44976,52,non-binary,26864,master,2,sunbathing,1786,suburban,293,222,summer,0,0,0
20711,40,non-binary,76223,master,1,sunbathing,4308,rural,283,215,spring,1,0,0
16264,62,male,118504,doctorate,1,sunbathing,1513,rural,88,162,spring,1,1,0
35254,38,non-binary,24923,bachelor,5,hiking,675,suburban,299,229,fall,0,1,0
39657,28,male,51715,doctorate,8,hiking,4515,suburban,35,152,fall,0,0,1
34008,51,male,83320,high school,7,hiking,3357,rural,128,114,fall,1,0,0
39230,23,female,51044,bachelor,9,sunbathing,4735,suburban,249,21,summer,1,1,0
42359,28,female,88298,doctorate,7,sunbathing,773,rural,298,174,summer,1,0,0
29152,56,non-binary,49003,bachelor,8,swimming,2507,urban,298,7,fall,1,0,0
25663,64,female,32434,high school,7,swimming,4899,suburban,231,160,winter,1,0,0
10678,62,non-binary,39730,high school,3,hiking,4048,urban,226,127,summer,0,1,0
51807,42,female,77627,bachelor,7,hiking,2259,suburban,190,197,winter,1,0,1
37555,51,female,83699,bachelor,7,sunbathing,3435,rural,294,26,spring,0,1,0
33073,36,non-binary,56090,high school,0,sunbathing,3006,rural,38,237,fall,1,1,0
21220,57,non-binary,62813,master,2,skiing,3424,suburban,229,119,spring,0,1,0
28043,20,female,102339,bachelor,0,hiking,3246,rural,139,224,winter,1,1,1
21681,44,female,74895,bachelor,7,sunbathing,3032,rural,76,39,spring,0,1,0
33758,65,non-binary,35247,high school,7,swimming,3303,suburban,59,192,winter,0,1,0
23890,42,male,105657,doctorate,1,hiking,3025,rural,138,177,spring,0,0,1
10043,54,female,113524,high school,0,skiing,655,urban,34,112,fall,1,0,1
40563,60,female,119020,bachelor,9,hiking,1933,urban,182,190,spring,0,1,1
51919,23,male,53758,high school,8,skiing,1960,rural,78,178,summer,0,1,1
28955,68,non-binary,57530,master,4,swimming,531,rural,212,234,fall,0,0,0
32294,18,male,70968,master,5,sunbathing,3185,urban,148,81,winter,1,0,0
23591,58,male,88752,master,9,swimming,2935,urban,289,7,summer,0,0,0
37645,35,male,107214,high school,6,sunbathing,1318,rural,280,235,spring,0,1,0
38070,57,male,84210,master,4,skiing,3788,suburban,274,258,summer,0,1,0
11743,38,non-binary,38529,master,3,skiing,2912,rural,64,267,summer,1,1,1
40722,20,female,100752,high school,9,skiing,1848,urban,167,111,fall,1,1,0
28239,31,non-binary,74194,high school,8,swimming,3904,urban,267,169,spring,0,1,0
40419,50,male,20829,high school,7,sunbathing,4377,suburban,164,268,spring,0,1,0
41599,23,female,55260,high school,5,skiing,2117,suburban,234,160,winter,1,1,0
4985,53,male,67630,doctorate,9,sunbathing,3245,rural,187,126,fall,0,1,0
38579,25,non-binary,88289,bachelor,7,sunbathing,2783,urban,73,134,winter,1,1,0
42182,22,female,29968,master,1,sunbathing,1060,suburban,50,213,spring,0,0,0
17869,29,non-binary,45589,doctorate,4,sunbathing,1705,suburban,36,231,summer,0,1,0
51166,36,non-binary,67311,doctorate,2,hiking,1662,urban,72,248,winter,1,1,1
31070,44,male,115496,bachelor,2,sunbathing,2316,urban,141,278,summer,0,0,0
12529,41,male,108019,bachelor,0,skiing,2746,rural,36,149,fall,1,0,1
34250,21,non-binary,71890,high school,5,hiking,4040,rural,257,253,fall,0,0,0
5732,48,female,43084,high school,7,swimming,1701,rural,205,228,winter,0,1,0
41503,45,non-binary,93154,doctorate,7,sunbathing,3129,rural,19,31,fall,0,1,0
49953,52,non-binary,72138,master,3,sunbathing,3536,suburban,88,88,fall,1,0,0
22413,68,female,100116,bachelor,8,hiking,1064,urban,136,30,summer,0,1,0
16367,38,non-binary,41652,master,4,hiking,1175,urban,110,94,spring,0,0,0
20395,25,male,27455,high school,7,hiking,647,urban,147,288,summer,1,0,1
25705,44,non-binary,114239,high school,5,hiking,1532,rural,72,84,spring,1,1,1
31048,36,male,101004,high school,6,swimming,1055,urban,165,62,summer,0,1,0
35593,37,male,33710,bachelor,4,hiking,2466,rural,163,153,winter,0,1,0
